,alpha,n,van_bau,efron_bau,strat_bau,ps_min_bau,pm_bau,pm_kk,pm_kk_pbs,van_linear,efron_lin,strat_lin,ps_min_lin,pm_lin,pm_lin_kk,pm_lin_kk_pbs,van_exact,efron_exact,strat_exact,ps_min_exact,pm_exact,pm_kk_exact
avg_abs_bias,0.075,200,0.192311121,0.197424996,0.189450571,0.192017306,0.193945315,0.198881933,,0.184619286,0.196973981,0.191093612,0.199562341,0.196573547,0.206182599,0.201982166,,,,,,
std_err_beta_T,0.075,200,0.237910933,0.24937882,0.238254275,0.244886228,0.246872976,0.247370929,,0.231660206,0.247512674,0.242643579,0.248372621,0.246138278,0.258692597,0.253513493,,,,,,
power,0.075,200,0.985,0.975,0.982,0.98,0.977,0.975,0.973895582,0.989,0.977,0.984,0.974,0.983,0.974,0.975,0.977,0.979,0.988,0.987,0.973,0.9749499
pct_trt_diff,0.075,200,0.027345,0.00355,0.00385,0.001595,0.00807,0.007955,0.00758,0.028645,0.003165,0.003975,0.00164,0.007435,0.00765,0.008055,0.02883,0.003505,0.004125,0.001575,0.00794,0.00791
res_end_prop_avg,0.075,200,,,,,0.08228,0.08259,0.08119,,,,,0.08214,0.08132,0.08256,,,,,0.08213,0.08196
ssqr_over_sum,0.075,200,,,,,,0.329773215,,,,,,,,,,,,,,
ssqr_eq_ssqd_pval,0.075,200,,,,,,0.489821976,,,,,,,,,,,,,,
match_corr,0.075,200,,,,,,-0.004343674,,,,,,,,,,,,,,
corr_eq_zero_pval,0.075,200,,,,,,0.515182637,,,,,,,,,,,,,,
pct_only_matches,0.075,200,,,,,,0.006,,,,,,,,,,,,,,
avg_max_std_diff_bal,0.1,200,0.829551736,0.813637038,0.386099298,0.365587116,0.363935932,0.370843353,0.363311686,0.763400206,0.791870683,0.368101032,0.386188141,0.350147083,0.360398015,0.369468019,0.768236493,0.795248907,0.799069876,0.78964667,0.359805122,0.364993458
avg_max_ks_stat,0.1,200,0.120134076,0.119330926,0.086582611,0.085862605,0.080523747,0.079508506,0.079774088,0.116516537,0.118653408,0.08624523,0.086475142,0.078681978,0.079919886,0.080046405,0.117474985,0.118485199,0.117778594,0.118782681,0.079860576,0.079213181
avg_beta_T,0.1,200,1.000696439,0.972868117,0.99349216,0.99496959,1.003585592,0.995738716,,1.019531216,0.99476333,1.007664506,1.001850783,0.999961997,0.98967473,0.992881197,,,,,,
avg_abs_bias,0.1,200,0.192311121,0.197424996,0.189450571,0.192017306,0.195966686,0.194266294,,0.184619286,0.196973981,0.191093612,0.199562341,0.19207564,0.20003976,0.203633664,,,,,,
std_err_beta_T,0.1,200,0.237910933,0.24937882,0.238254275,0.244886228,0.24585611,0.243088986,,0.231660206,0.247512674,0.242643579,0.248372621,0.241086668,0.24804001,0.25410272,,,,,,
power,0.1,200,0.985,0.975,0.982,0.98,0.98,0.985,0.982599795,0.989,0.977,0.984,0.974,0.984,0.977,0.972,0.977,0.979,0.988,0.987,0.979,0.978417266
pct_trt_diff,0.1,200,0.027345,0.00355,0.00385,0.001595,0.006955,0.007165,0.007025,0.028645,0.003165,0.003975,0.00164,0.00679,0.00677,0.006955,0.02883,0.003505,0.004125,0.001575,0.006935,0.007085
res_end_prop_avg,0.1,200,,,,,0.06364,0.06293,0.06321,,,,,0.06342,0.0635,0.06507,,,,,0.06377,0.0633
ssqr_over_sum,0.1,200,,,,,,0.322312245,,,,,,,,,,,,,,
ssqr_eq_ssqd_pval,0.1,200,,,,,,0.500956852,,,,,,,,,,,,,,
match_corr,0.1,200,,,,,,0.004322002,,,,,,,,,,,,,,
corr_eq_zero_pval,0.1,200,,,,,,0.487224463,,,,,,,,,,,,,,
pct_only_matches,0.1,200,,,,,,0.016,,,,,,,,,,,,,,
avg_max_std_diff_bal,0.2,200,0.829551736,0.813637038,0.386099298,0.365587116,0.34050917,0.330518467,0.338566624,0.763400206,0.791870683,0.368101032,0.386188141,0.335094361,0.335358129,0.347965506,0.768236493,0.795248907,0.799069876,0.78964667,0.349307833,0.348452808
