"","alpha","n","van_bau","efron_bau","strat_bau","ps_min_bau","pm_bau","pm_kk","pm_kk_pbs","van_linear","efron_lin","strat_lin","ps_min_lin","pm_lin","pm_lin_kk","pm_lin_kk_pbs","van_exact","efron_exact","strat_exact","ps_min_exact","pm_exact","pm_kk_exact"
"avg_abs_bias",0.2,100,0.624951178777047,0.6259450149466,0.455069647120083,0.477795671436735,0.436123684469992,0.360125275080942,NA,0.428788588901196,0.46159502735354,0.395859017885571,0.418162329388163,0.36780187454842,0.327986936998963,0.359972948844143,NA,NA,NA,NA,NA,NA
"std_err_beta_T",0.2,100,0.789971875529316,0.799277070233936,0.574344735957579,0.608261858544063,0.54227116809613,0.452984030028697,NA,0.548981705263293,0.573319807038098,0.502640967611407,0.527952819510386,0.459905807644833,0.424387467422052,0.448163631155946,NA,NA,NA,NA,NA,NA
"power",0.2,100,0.053,0.054,0.009,0.013,0.003,0.071,0.0542986425339367,0.047,0.05,0.036,0.026,0.014,0.058,0.267,0.055,0.046,0.001,0.008,0.062,0.0618705035971223
"pct_trt_diff",0.2,100,0.04015,0.00705000000000001,0.00757000000000001,0.00284,0.00892000000000001,0.00855000000000001,0.00927000000000001,0.04013,0.00632000000000001,0.00785000000000001,0.00324,0.00926000000000001,0.00912000000000001,0.00928000000000001,0.04072,0.00658000000000001,0.00769000000000001,0.00315,0.00894000000000001,0.00905000000000001
"res_end_prop_avg",0.2,100,NA,NA,NA,NA,0.05908,0.05888,0.05906,NA,NA,NA,NA,0.0594,0.05776,0.05886,NA,NA,NA,NA,0.05886,0.06006
"ssqr_over_sum",0.2,100,NA,NA,NA,NA,NA,0.760957487573277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ssqr_eq_ssqd_pval",0.2,100,NA,NA,NA,NA,NA,0.0266449946224701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"match_corr",0.2,100,NA,NA,NA,NA,NA,0.653840622443772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"corr_eq_zero_pval",0.2,100,NA,NA,NA,NA,NA,0.000105534672194352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pct_only_matches",0.2,100,NA,NA,NA,NA,NA,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
